ITTER107;Territorio;TIPO_DATO7;Indicatori;Correzione;TIPO_ALLOGGIO2;Tipologia di esercizio;ISO;Paese di residenza dei clienti;TIME;Seleziona periodo;Value
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016;2016;65538
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-01;gen-16;20
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-02;feb-16;67
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-03;mar-16;198
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-04;apr-16;769
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-05;mag-16;4724
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-06;giu-16;9957
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-07;lug-16;16323
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-08;ago-16;20240
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-09;set-16;10364
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-10;ott-16;2582
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-11;nov-16;159
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WORLD;Mondo;2016-12;dic-16;135
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016;2016;30640
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-01;gen-16;2
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-02;feb-16;3
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-03;mar-16;70
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-04;apr-16;444
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-05;mag-16;4262
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-06;giu-16;5628
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-07;lug-16;5748
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-08;ago-16;5217
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-09;set-16;6892
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-10;ott-16;2275
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-11;nov-16;90
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;WRL_X_ITA;Paesi esteri;2016-12;dic-16;9
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016;2016;36469
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-01;gen-16;2299
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-02;feb-16;2209
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-03;mar-16;2359
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-04;apr-16;2634
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-05;mag-16;2621
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-06;giu-16;3480
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-07;lug-16;3601
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-08;ago-16;4854
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-09;set-16;4274
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-10;ott-16;3573
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-11;nov-16;2296
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-12;dic-16;2269
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016;2016;7552
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-01;gen-16;22
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-02;feb-16;43
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-03;mar-16;86
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-04;apr-16;285
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-05;mag-16;1161
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-06;giu-16;1319
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-07;lug-16;1088
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-08;ago-16;1264
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-09;set-16;1517
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-10;ott-16;657
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-11;nov-16;76
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-12;dic-16;34
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016;2016;5613
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-01;gen-16;75
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-02;feb-16;74
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-03;mar-16;182
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-04;apr-16;281
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-05;mag-16;232
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-06;giu-16;581
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-07;lug-16;1093
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-08;ago-16;2073
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-09;set-16;645
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-10;ott-16;186
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-11;nov-16;77
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-12;dic-16;114
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016;2016;167619
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-01;gen-16;290
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-02;feb-16;405
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-03;mar-16;1397
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-04;apr-16;4658
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-05;mag-16;14718
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-06;giu-16;23848
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-07;lug-16;37180
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-08;ago-16;48392
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-09;set-16;26721
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-10;ott-16;8177
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-11;nov-16;1056
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-12;dic-16;777
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016;2016;85640
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-01;gen-16;33
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-02;feb-16;48
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-03;mar-16;353
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-04;apr-16;2173
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-05;mag-16;11891
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-06;giu-16;13520
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-07;lug-16;17009
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-08;ago-16;17736
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-09;set-16;16851
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-10;ott-16;5684
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-11;nov-16;255
ITG2A;Ogliastra;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-12;dic-16;87
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016;2016;47081
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-01;gen-16;239
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-02;feb-16;293
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-03;mar-16;916
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-04;apr-16;2160
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-05;mag-16;2365
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-06;giu-16;5999
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-07;lug-16;9596
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-08;ago-16;15633
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-09;set-16;6398
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-10;ott-16;2186
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-11;nov-16;732
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-12;dic-16;564
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016;2016;57012
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-01;gen-16;1123
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-02;feb-16;1130
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-03;mar-16;2037
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-04;apr-16;4334
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-05;mag-16;5387
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-06;giu-16;8432
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-07;lug-16;8894
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-08;ago-16;10972
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-09;set-16;7874
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-10;ott-16;3889
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-11;nov-16;1586
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-12;dic-16;1354
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016;2016;15541
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-01;gen-16;79
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-02;feb-16;95
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-03;mar-16;316
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-04;apr-16;951
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-05;mag-16;2127
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-06;giu-16;2318
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-07;lug-16;2367
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-08;ago-16;2596
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-09;set-16;2875
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-10;ott-16;1583
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-11;nov-16;119
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2016-12;dic-16;115
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016;2016;102081
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-01;gen-16;270
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-02;feb-16;338
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-03;mar-16;1199
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-04;apr-16;3889
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-05;mag-16;9994
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-06;giu-16;13891
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-07;lug-16;20857
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-08;ago-16;28152
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-09;set-16;16357
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-10;ott-16;5595
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-11;nov-16;897
ITG2A;Ogliastra;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WORLD;Mondo;2016-12;dic-16;642
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016;2016;34898
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-01;gen-16;18
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-02;feb-16;64
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-03;mar-16;128
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-04;apr-16;325
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-05;mag-16;462
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-06;giu-16;4329
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-07;lug-16;10575
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-08;ago-16;15023
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-09;set-16;3472
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-10;ott-16;307
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-11;nov-16;69
ITG2A;Ogliastra;AR;arrivi;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-12;dic-16;126
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016;2016;34530
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-01;gen-16;2352
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-02;feb-16;2240
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-03;mar-16;2455
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-04;apr-16;2630
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-05;mag-16;1692
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-06;giu-16;2742
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-07;lug-16;3606
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-08;ago-16;5663
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-09;set-16;3402
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-10;ott-16;3102
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-11;nov-16;2297
ITG2B;Medio Campidano;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;IT;Italia;2016-12;dic-16;2349
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016;2016;84791
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-01;gen-16;1384
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-02;feb-16;1330
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-03;mar-16;2567
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-04;apr-16;5517
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-05;mag-16;7646
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-06;giu-16;12491
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-07;lug-16;14041
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-08;ago-16;19202
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-09;set-16;12047
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-10;ott-16;4943
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-11;nov-16;1893
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WORLD;Mondo;2016-12;dic-16;1730
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016;2016;26033
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-01;gen-16;86
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-02;feb-16;110
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-03;mar-16;387
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-04;apr-16;1445
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-05;mag-16;3720
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-06;giu-16;3946
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-07;lug-16;4049
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-08;ago-16;4768
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-09;set-16;5085
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-10;ott-16;2095
ITG2C;Carbonia-Iglesias;AR;arrivi;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-11;nov-16;195
