ITTER107;Territorio;TIPO_DATO7;Indicatori;Correzione;TIPO_ALLOGGIO2;Tipologia di esercizio;ISO;Paese di residenza dei clienti;TIME;Seleziona periodo;Value
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2020-12;dic-20;40
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021;2021;89269
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-01;gen-21;53
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-02;feb-21;75
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-03;mar-21;78
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-04;apr-21;23
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-05;mag-21;1417
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-06;giu-21;8603
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-07;lug-21;24230
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-08;ago-21;20591
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-09;set-21;24119
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-10;ott-21;9478
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-11;nov-21;457
ITG26;Nuoro;AR;arrivi;dati grezzi;HOTELLIKE;esercizi alberghieri;WRL_X_ITA;Paesi esteri;2021-12;dic-21;145
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016;2016;573870
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-01;gen-16;276
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-02;feb-16;353
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-03;mar-16;2320
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-04;apr-16;13330
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-05;mag-16;61546
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-06;giu-16;88773
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-07;lug-16;133015
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-08;ago-16;105563
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-09;set-16;108936
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-10;ott-16;57895
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-11;nov-16;1613
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2016-12;dic-16;250
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017;2017;1166020
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-01;gen-17;939
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-02;feb-17;1202
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-03;mar-17;2512
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-04;apr-17;29388
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-05;mag-17;107956
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-06;giu-17;216604
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-07;lug-17;276266
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-08;ago-17;245488
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-09;set-17;218049
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-10;ott-17;64867
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-11;nov-17;2052
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2017-12;dic-17;697
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018;2018;1276629
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-01;gen-18;776
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-02;feb-18;1185
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-03;mar-18;5448
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-04;apr-18;29224
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-05;mag-18;150818
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-06;giu-18;208700
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-07;lug-18;289702
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-08;ago-18;262984
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-09;set-18;251336
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-10;ott-18;72751
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-11;nov-18;2658
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2018-12;dic-18;1047
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019;2019;1262780
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-01;gen-19;621
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-02;feb-19;702
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-03;mar-19;2440
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-04;apr-19;36622
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-05;mag-19;120703
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-06;giu-19;237800
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-07;lug-19;298977
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-08;ago-19;248247
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-09;set-19;235361
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-10;ott-19;78063
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-11;nov-19;1592
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2019-12;dic-19;1652
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020;2020;298317
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-01;gen-20;1355
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-02;feb-20;866
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-03;mar-20;186
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-04;apr-20;60
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-05;mag-20;35
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-06;giu-20;7311
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-07;lug-20;67963
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-08;ago-20;84069
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-09;set-20;95417
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-10;ott-20;35671
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-11;nov-20;4094
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2020-12;dic-20;1290
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021;2021;791760
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-01;gen-21;485
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-02;feb-21;580
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-03;mar-21;539
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-04;apr-21;365
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-05;mag-21;13659
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-06;giu-21;71290
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-07;lug-21;212748
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-08;ago-21;198145
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-09;set-21;208326
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-10;ott-21;82012
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-11;nov-21;2536
ITG26;Nuoro;NI;presenze;dati grezzi;ALL;totale esercizi ricettivi;WRL_X_ITA;Paesi esteri;2021-12;dic-21;1075
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016;2016;596294
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-01;gen-16;4964
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-02;feb-16;3128
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-03;mar-16;5562
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-04;apr-16;5347
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-05;mag-16;14284
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-06;giu-16;105864
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-07;lug-16;165069
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-08;ago-16;179531
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-09;set-16;86386
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-10;ott-16;19119
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-11;nov-16;3278
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2016-12;dic-16;3762
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017;2017;820871
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-01;gen-17;3103
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-02;feb-17;3322
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-03;mar-17;4272
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-04;apr-17;14594
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-05;mag-17;24078
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-06;giu-17;136863
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-07;lug-17;211764
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-08;ago-17;269759
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-09;set-17;112150
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-10;ott-17;31739
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-11;nov-17;4040
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2017-12;dic-17;5187
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018;2018;796848
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-01;gen-18;3608
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-02;feb-18;3854
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-03;mar-18;6151
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-04;apr-18;15450
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-05;mag-18;24609
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-06;giu-18;144496
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-07;lug-18;200001
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-08;ago-18;255552
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-09;set-18;120729
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-10;ott-18;12491
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-11;nov-18;5191
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2018-12;dic-18;4716
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019;2019;829542
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-01;gen-19;4249
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-02;feb-19;3670
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-03;mar-19;5016
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-04;apr-19;13224
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-05;mag-19;23452
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-06;giu-19;143314
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-07;lug-19;224390
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-08;ago-19;269941
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-09;set-19;119746
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-10;ott-19;11744
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-11;nov-19;5990
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2019-12;dic-19;4806
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020;2020;535757
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-01;gen-20;3814
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-02;feb-20;4784
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-03;mar-20;2469
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-04;apr-20;1345
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-05;mag-20;3052
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-06;giu-20;19495
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-07;lug-20;128778
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-08;ago-20;238847
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-09;set-20;111234
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-10;ott-20;12508
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-11;nov-20;4789
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2020-12;dic-20;4642
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021;2021;839862
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-01;gen-21;3619
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-02;feb-21;4838
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-03;mar-21;5432
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-04;apr-21;3285
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-05;mag-21;10064
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-06;giu-21;91251
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-07;lug-21;240233
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-08;ago-21;308493
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-09;set-21;148034
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-10;ott-21;13843
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-11;nov-21;4563
ITG26;Nuoro;NI;presenze;dati grezzi;HOTELLIKE;esercizi alberghieri;IT;Italia;2021-12;dic-21;6207
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016;2016;469328
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-01;gen-16;5203
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-02;feb-16;5533
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-03;mar-16;7984
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-04;apr-16;11169
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-05;mag-16;14237
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-06;giu-16;51643
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-07;lug-16;114608
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-08;ago-16;176920
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-09;set-16;48800
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-10;ott-16;13456
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-11;nov-16;10071
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2016-12;dic-16;9704
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017;2017;200746
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-01;gen-17;8327
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-02;feb-17;8361
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-03;mar-17;9672
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-04;apr-17;12619
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-05;mag-17;13673
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-06;giu-17;20617
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-07;lug-17;32487
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-08;ago-17;44448
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-09;set-17;19993
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-10;ott-17;11600
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-11;nov-17;10466
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2017-12;dic-17;8483
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018;2018;182655
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-01;gen-18;8597
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-02;feb-18;8349
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-03;mar-18;9771
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-04;apr-18;10785
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-05;mag-18;12584
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-06;giu-18;20184
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-07;lug-18;28164
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-08;ago-18;36906
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-09;set-18;17838
ITG27;Cagliari;NI;presenze;dati grezzi;OTHER;esercizi extra-alberghieri;IT;Italia;2018-10;ott-18;10601
